StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2.1,Q3.1,Q3.2,Q3.3,Q3.4,Q4.1,Q5.1,Q5.2,Q6.1,Q7.1,Q7.2,Q7.3,Q8.1,Q10.1_1,Q10.1_2,Q10.1_3,Q10.1_4,Q10.1_5,Q10.10,Q11.1,Q11.2,Q11.3,Q13.1,Q13.2,Q13.3,Q14.1,Q14.2,Q14.3,Q15.1,Q15.2,Q15.3,Q16.1_1,Q16.1_2,Q16.1_3,Q16.1_4,Q17.1_1,Q17.1_2,Q17.1_3,Q17.1_4,Q17.1_5,Q17.1_6,Q18.1,Q18.2,Q18.2_7_TEXT,Q18.3,Q18.4_1,Q18.4_2,Q18.4_3,Q18.4_4,Q18.4_5,Q18.4_6,Q18.4_7,Q18.4_8,Q18.4_7_TEXT,Q18.5,Q18.5_3_TEXT,Q18.6,Q18.7,Q18.8,Q18.8_4_TEXT,Q18.9,Q18.10,Q18.11,Q18.12,Q18.13,Q19.1,Q19.2,Q20.1,Q20.2_First Click,Q20.2_Last Click,Q20.2_Page Submit,Q20.2_Click Count,Car image,Price,Org,Description,Felon,Fact Info,Vaccine,RCV Cue,RCVExperience,Q36_3_TEXT - Parent Topics,Q36_3_TEXT - Sentiment Polarity,Q36_3_TEXT - Sentiment Score,Q36_3_TEXT - Sentiment,Q36_3_TEXT - Topic Sentiment Label,Q36_3_TEXT - Topic Sentiment Score,Q36_3_TEXT - Topics
2021-11-18 16:02:12,2021-11-18 16:14:01,0,128.119.202.248,100,709,1,2021-11-18 16:14:02,R_3ICx0KARzKEeHKh,,,,,42.389404296875,-72.52649688720703125,anonymous,EN,,2,5,4,2,1,,1,2,1,2,2,2,1,5,3,2,4,1,5,2,2,,,,2,2,2,,,,3,4,4,3,5,5,3,4,5,4,1,2,,5,,,,,1,,,,,1,,1,1,2,,,1,,1,,,2,,,,,,"<img src=""https://umassamherst.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cNl6CwoAVxSEA9o"" alt=""White Car Image"">","$60,000",the United Negro College Fund,an organization that raises money to fund minority students and HBCUs,felons with previous marijuana indictments,Aggressive enforcement of the War on Drugs resulted in many people arrested for using - not dealing - marijuana. 88% of the 8.2 million marijuana arrests between 2001 and 2010 were made on the grounds of possession. These arrests exhibit a significant racial bias: blacks were 3.73 times more likely than whites to be arrested for marijuana despite roughly equal usage.,Mohammad and his family have refused to comply with US vaccination requirements based on religious grounds.,Democratic Party,Experience,,,,,,,
2021-11-22 19:27:39,2021-11-22 19:48:38,0,24.181.239.14,100,1258,1,2021-11-22 19:48:39,R_WCnLmLwofzkwrqp,,,,,42.2704925537109375,-71.84470367431640625,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<img src=""https://umassamherst.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8jqMGkx3MLDuSl8"" alt=""White Car Image"">","$20,000",the United Negro College Fund,an organization that raises money to fund minority students and HBCUs,those from disproportionately affected communities,"The Entry Track helps individuals with little or no experience, particularly those who wish to re-enter the workforce following incarceration, enter the cannabis industry.",Mohammed and his family have complied with all US vaccination requirements.,Republican Party,Control,,,,,,,
2021-11-22 20:52:44,2021-11-22 20:55:46,0,163.123.222.206,100,182,1,2021-11-22 20:55:46,R_129iKLwdC7Y4igt,,,,,39.3408050537109375,-76.40779876708984375,anonymous,EN,,4,5,4,1,2,2,,1,1,1,1,1,3,4,2,5,1,1,3,1,2,,,,,,,2,1,2,5,4,4,5,5,4,4,4,4,5,1,5,,1,,,1,,,,,,,1,,3,4,1,,1,,,1,,2,,,,,,,"<img src=""https://umassamherst.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cNl6CwoAVxSEA9o"" alt=""White Car Image"">","$60,000",Black Lives Matter,an organization that protests incidents of police brutality against African-Americans,those from disproportionately affected communities,"The Entry Track helps individuals with little or no experience, particularly those who wish to re-enter the workforce following incarceration, enter the cannabis industry.",Mohammad and his family have refused to comply with US vaccination requirements based on religious grounds.,Democratic Party,Experience,,,,,,,
2021-11-22 20:52:56,2021-11-22 20:56:55,0,198.145.225.184,100,239,1,2021-11-22 20:56:55,R_2EsL8extqIkx73c,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,,5,5,3,1,2,,2,1,1,1,1,2,2,1,3,4,5,1,3,1,1,,,,1,1,1,,,,3,4,5,4,5,4,5,4,5,4,1,4,,5,1,,,,,,,,,1,,1,2,2,,,1,,1,good,2,,,,,,,"<img src=""https://umassamherst.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8jqMGkx3MLDuSl8"" alt=""White Car Image"">","$60,000",the Children's Cancer Research Fund,an organization that raises money to fund research for childhood cancer,felons with previous marijuana indictments,"Social equity programs may provide support for black entrepreneurs, who are struggling to join the rapidly growing marijuana industry which is currently dominated by a handful of companies.",Mohammed and his family have complied with all US vaccination requirements.,Republican Party,Experience,,,,,,,
2021-11-22 20:54:05,2021-11-22 20:57:33,0,45.41.227.12,100,207,1,2021-11-22 20:57:33,R_29vreISLsxhhYBv,,,,,36.038299560546875,-115.14459991455078125,anonymous,EN,,5,6,2,1,2,2,,1,1,1,1,2,,,,,,,1,2,1,,,,1,1,1,,,,4,5,4,3,4,5,4,5,3,4,1,5,,1,,,,,,1,,,,1,,1,4,1,,1,,,1,,1,,1000,3.795,15.814,20.189,2,"<img src=""https://umassamherst.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8jqMGkx3MLDuSl8"" alt=""White Car Image"">","$20,000",the Children's Cancer Research Fund,an organization that raises money to fund research for childhood cancer,those with previous marijuana indictments,Aggressive enforcement of the War on Drugs resulted in many people arrested for using - not dealing - marijuana. 88% of the 8.2 million marijuana arrests between 2001 and 2010 were made on the grounds of possession. These arrests exhibit a significant racial bias: blacks were 3.73 times more likely than whites to be arrested for marijuana despite roughly equal usage.,Mohammad and his family have refused to comply with US vaccination requirements based on religious grounds.,national,Control,,,,,,,
2021-11-22 20:52:25,2021-11-22 20:57:47,0,81.161.5.226,100,322,1,2021-11-22 20:57:48,R_2S9414jvdXmw6tv,,,,,40.766204833984375,-74.01779937744140625,anonymous,EN,,5,6,3,1,1,4,,1,1,1,1,1,3,2,5,4,1,1,2,3,1,1,1,1,,,,,,,4,3,5,4,4,5,4,4,4,3,1,4,,1,,,,,,1,,,,1,,1,2,1,,1,,,1,,,1,5,6.208,47.597,49.701,2,"<img src=""https://umassamherst.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8jqMGkx3MLDuSl8"" alt=""White Car Image"">","$20,000",the Sunrise Movement,a youth-led organization that protests against fossil fuels and political inaction on climate change,those with previous marijuana indictments,"Social equity programs may provide support for black entrepreneurs, who are struggling to join the rapidly growing marijuana industry which is currently dominated by a handful of companies.",Mohammad and his family have refused to comply with US vaccination requirements based on religious grounds.,Republican Party,Experience,,,,,,,
2021-11-22 20:53:52,2021-11-22 20:57:51,0,208.203.210.229,100,238,1,2021-11-22 20:57:51,R_Q6Y9YouU1Oxv79f,,,,,40.79730224609375,-73.64730072021484375,anonymous,EN,,4,5,3,1,2,2,,2,1,1,2,2,,,,,,,3,3,2,,,,2,1,1,,,,3,2,4,4,4,4,2,3,4,3,1,5,,1,,,,,,1,,,,2,,1,2,2,,,1,,1,in this study was good,1,,21,24.733,24.733,30.915,1,"<img src=""https://umassamherst.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cNl6CwoAVxSEA9o"" alt=""White Car Image"">","$20,000",the United Negro College Fund,an organization that raises money to fund minority students and HBCUs,those from disproportionately affected communities,"Social equity programs may provide support for black entrepreneurs, who are struggling to join the rapidly growing marijuana industry which is currently dominated by a handful of companies.",Mohammad and his family have refused to comply with US vaccination requirements based on religious grounds.,Democratic Party,Control,,,,,,,
2021-11-22 20:52:46,2021-11-22 20:58:09,0,104.223.42.179,100,323,1,2021-11-22 20:58:10,R_3qfCKsqC684dkzK,,,,,34.048492431640625,-118.252899169921875,anonymous,EN,,5,6,3,2,2,,1,2,2,2,2,2,5,1,4,3,2,1,2,1,3,2,2,2,,,,,,,4,3,4,5,4,4,3,5,3,5,1,5,,1,,,,,,1,,,,2,,2,2,2,,,1,,1,no comments,,2,,,,,,"<img src=""https://umassamherst.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cNl6CwoAVxSEA9o"" alt=""White Car Image"">","$20,000",the United Negro College Fund,an organization that raises money to fund minority students and HBCUs,those with previous marijuana indictments,Aggressive enforcement of the War on Drugs resulted in many people arrested for using - not dealing - marijuana. 88% of the 8.2 million marijuana arrests between 2001 and 2010 were made on the grounds of possession. These arrests exhibit a significant racial bias: blacks were 3.73 times more likely than whites to be arrested for marijuana despite roughly equal usage.,Mohammed and his family have complied with all US vaccination requirements.,Republican Party,Experience,,,,,,,
2021-11-22 20:52:37,2021-11-22 20:58:19,0,196.17.64.198,100,342,1,2021-11-22 20:58:20,R_rjOBgPaG8JwdKIp,,,,,34.0543975830078125,-118.2440948486328125,anonymous,EN,,5,5,3,1,1,,2,1,1,1,1,2,,,,,,,2,3,3,1,1,1,,,,,,,2,3,4,5,5,3,4,4,4,5,1,3,,1,,,,,,1,,,,2,,4,2,2,,,1,,1,nice,1,,than-there,134.111,134.111,141.964,1,"<img src=""https://umassamherst.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8jqMGkx3MLDuSl8"" alt=""White Car Image"">","$20,000",the Sunrise Movement,a youth-led organization that protests against fossil fuels and political inaction on climate change,felons with previous marijuana indictments,"Social equity programs may provide support for black entrepreneurs, who are struggling to join the rapidly growing marijuana industry which is currently dominated by a handful of companies.",Mohammad and his family have refused to comply with US vaccination requirements based on religious grounds.,national,Control,,,,,,,
2021-11-22 20:52:22,2021-11-22 20:58:38,0,73.105.11.186,100,375,1,2021-11-22 20:58:38,R_1OuWket3FNsRhT2,,,,,30.1172027587890625,-81.41190338134765625,anonymous,EN,,4,5,1,2,1,1,,1,2,2,2,4,,,,,,,2,2,2,,,,,,,2,2,2,2,4,4,1,1,5,5,1,1,1,1,4,,5,,,,,,1,,,,2,,4,1,2,,,1,,1,,2,,,,,,,"<img src=""https://umassamherst.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cNl6CwoAVxSEA9o"" alt=""White Car Image"">","$20,000",Black Lives Matter,an organization that protests incidents of police brutality against African-Americans,those from disproportionately affected communities,Aggressive enforcement of the War on Drugs resulted in many people arrested for using - not dealing - marijuana. 88% of the 8.2 million marijuana arrests between 2001 and 2010 were made on the grounds of possession. These arrests exhibit a significant racial bias: blacks were 3.73 times more likely than whites to be arrested for marijuana despite roughly equal usage.,Mohammad and his family have refused to comply with US vaccination requirements based on religious grounds.,national,Control,,,,,,,
2021-11-22 20:54:25,2021-11-22 20:58:43,0,154.22.56.210,100,258,1,2021-11-22 20:58:43,R_3NxQuwSBcxpPFZy,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,,4,3,3,1,2,3,,2,1,1,1,1,1,2,3,4,5,1,2,3,3,,,,,,,1,1,1,1,4,2,4,3,5,1,4,2,5,1,6,,1,,,,,,1,,,,2,,4,4,1,,1,,,1,very good,,1,5,16.917,16.917,20.162,1,"<img src=""https://umassamherst.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8jqMGkx3MLDuSl8"" alt=""White Car Image"">","$60,000",the Children's Cancer Research Fund,an organization that raises money to fund research for childhood cancer,those with previous marijuana indictments,"The Entry Track helps individuals with little or no experience, particularly those who wish to re-enter the workforce following incarceration, enter the cannabis industry.",Mohammad and his family have refused to comply with US vaccination requirements based on religious grounds.,Republican Party,Experience,,,,,,,
2021-11-22 20:52:34,2021-11-22 20:58:59,0,72.128.43.112,100,384,1,2021-11-22 20:58:59,R_Tud4imRataUmuOd,,,,,39.1472015380859375,-94.7873992919921875,anonymous,EN,,4,6,1,2,1,,1,2,2,2,2,1,1,5,2,3,4,1,1,1,1,,,,2,1,2,,,,2,2,4,2,4,5,4,4,4,2,1,3,,5,,,,,,1,,,,1,,3,2,1,,1,,,1,,2,,,,,,,"<img src=""https://umassamherst.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8jqMGkx3MLDuSl8"" alt=""White Car Image"">","$20,000",the Sunrise Movement,a youth-led organization that protests against fossil fuels and political inaction on climate change,those from disproportionately affected communities,"The Entry Track helps individuals with little or no experience, particularly those who wish to re-enter the workforce following incarceration, enter the cannabis industry.",Mohammed and his family have complied with all US vaccination requirements.,Democratic Party,Experience,,,,,,,
2021-11-22 20:56:39,2021-11-22 20:59:19,0,154.22.56.33,100,160,1,2021-11-22 20:59:20,R_1NDIIxxANAom5Wb,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,,4,5,2,2,1,2,,2,1,1,1,2,,,,,,,3,2,2,,,,1,1,1,,,,3,3,4,4,5,4,4,4,4,5,1,5,,1,,,,,,1,,,,1,,2,4,1,,1,,,1,,,2,,,,,,"<img src=""https://umassamherst.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8jqMGkx3MLDuSl8"" alt=""White Car Image"">","$60,000",the Sunrise Movement,a youth-led organization that protests against fossil fuels and political inaction on climate change,those from disproportionately affected communities,"The Entry Track helps individuals with little or no experience, particularly those who wish to re-enter the workforce following incarceration, enter the cannabis industry.",Mohammad and his family have refused to comply with US vaccination requirements based on religious grounds.,Republican Party,Control,,,,,,,
2021-11-22 20:56:51,2021-11-22 20:59:30,0,64.121.102.112,100,159,1,2021-11-22 20:59:30,R_1oh7DQ7zD68zNOB,,,,,40.5885009765625,-75.464202880859375,anonymous,EN,,4,5,1,2,2,,1,4,3,2,2,1,,,,,,,2,1,1,2,2,1,,,,,,,2,3,5,1,3,5,4,5,5,3,1,5,,5,,,,,,1,,,,1,,2,3,2,,,2,,1,,2,,,,,,,"<img src=""https://umassamherst.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cNl6CwoAVxSEA9o"" alt=""White Car Image"">","$20,000",Black Lives Matter,an organization that protests incidents of police brutality against African-Americans,felons with previous marijuana indictments,Aggressive enforcement of the War on Drugs resulted in many people arrested for using - not dealing - marijuana. 88% of the 8.2 million marijuana arrests between 2001 and 2010 were made on the grounds of possession. These arrests exhibit a significant racial bias: blacks were 3.73 times more likely than whites to be arrested for marijuana despite roughly equal usage.,Mohammed and his family have complied with all US vaccination requirements.,national,Control,,,,,,,
2021-11-22 20:52:20,2021-11-22 20:59:30,0,97.97.147.135,100,429,1,2021-11-22 20:59:30,R_1FeJSOdfDZXeF5G,,,,,35.32879638671875,-118.97480010986328125,anonymous,EN,,1,2,1,2,4,1,,3,1,2,2,4,,,,,,,2,2,4,,,,2,2,2,,,,1,5,5,1,5,3,3,1,3,1,2,5,,1,,,,,,1,,,,1,,3,3,1,,2,,,1,,,2,,,,,,"<img src=""https://umassamherst.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cNl6CwoAVxSEA9o"" alt=""White Car Image"">","$20,000",Black Lives Matter,an organization that protests incidents of police brutality against African-Americans,those with previous marijuana indictments,"Social equity programs may provide support for black entrepreneurs, who are struggling to join the rapidly growing marijuana industry which is currently dominated by a handful of companies.",Mohammad and his family have refused to comply with US vaccination requirements based on religious grounds.,Democratic Party,Control,,,,,,,
2021-11-22 20:52:33,2021-11-22 20:59:36,0,76.216.170.247,100,422,1,2021-11-22 20:59:36,R_POlcOhUgi4dTcd3,,,,,33.19549560546875,-117.28620147705078125,anonymous,EN,,5,6,2,2,1,,2,3,1,2,2,2,,,,,,,2,2,3,,,,,,,2,2,2,1,4,4,1,5,5,5,2,2,2,1,5,,1,,,,,,1,,,,2,,2,3,1,,1,,,1,,2,,,,,,,"<img src=""https://umassamherst.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cNl6CwoAVxSEA9o"" alt=""White Car Image"">","$60,000",the Sunrise Movement,a youth-led organization that protests against fossil fuels and political inaction on climate change,those with previous marijuana indictments,"The Entry Track helps individuals with little or no experience, particularly those who wish to re-enter the workforce following incarceration, enter the cannabis industry.",Mohammed and his family have complied with all US vaccination requirements.,Democratic Party,Control,,,,,,,
2021-11-22 20:52:48,2021-11-22 20:59:44,0,107.161.119.60,100,416,1,2021-11-22 20:59:44,R_1ozpRdZ6MsST4Q4,,,,,35.231597900390625,-80.84279632568359375,anonymous,EN,,5,5,2,1,1,,2,1,1,1,1,2,2,3,4,5,1,1,1,2,1,1,1,1,,,,,,,4,3,5,4,4,5,4,4,3,5,1,5,,1,,,,1,,1,,,,1,,2,2,2,,,1,,1,good,,1,5,4.788,4.788,11.528,1,"<img src=""https://umassamherst.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8jqMGkx3MLDuSl8"" alt=""White Car Image"">","$20,000",the Sunrise Movement,a youth-led organization that protests against fossil fuels and political inaction on climate change,those with previous marijuana indictments,"The Entry Track helps individuals with little or no experience, particularly those who wish to re-enter the workforce following incarceration, enter the cannabis industry.",Mohammed and his family have complied with all US vaccination requirements.,Democratic Party,Experience,,,,,,,
2021-11-22 20:53:35,2021-11-22 21:00:08,0,198.14.22.12,100,392,1,2021-11-22 21:00:09,R_wXlfLCC5fMJ6cdX,,,,,40.7487945556640625,-73.9882965087890625,anonymous,EN,,4,5,4,1,2,2,,2,1,1,1,2,2,5,3,1,4,1,2,1,1,1,1,1,,,,,,,4,3,4,3,4,4,3,3,5,3,1,5,,1,,,,,,1,,,,1,,2,3,2,,,1,,1,nice,1,,1,5.5,5.5,14.961,1,"<img src=""https://umassamherst.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cNl6CwoAVxSEA9o"" alt=""White Car Image"">","$20,000",the Children's Cancer Research Fund,an organization that raises money to fund research for childhood cancer,those with previous marijuana indictments,"Social equity programs may provide support for black entrepreneurs, who are struggling to join the rapidly growing marijuana industry which is currently dominated by a handful of companies.",Mohammad and his family have refused to comply with US vaccination requirements based on religious grounds.,Republican Party,Experience,,,,,,,
2021-11-22 20:53:38,2021-11-22 21:00:11,0,45.42.190.53,100,392,1,2021-11-22 21:00:11,R_2dSHL9vp8OxP6Ey,,,,,38.886505126953125,-77.09110260009765625,anonymous,EN,,4,5,2,1,2,2,,2,1,1,1,2,2,4,3,5,1,1,2,2,2,,,,,,,1,1,1,5,4,3,4,4,5,3,4,5,4,1,5,,1,,,,,,1,,,,1,,3,1,2,,,1,,1,none,1,,5,4.854,14.317,17.181,2,"<img src=""https://umassamherst.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cNl6CwoAVxSEA9o"" alt=""White Car Image"">","$60,000",Black Lives Matter,an organization that protests incidents of police brutality against African-Americans,those from disproportionately affected communities,Aggressive enforcement of the War on Drugs resulted in many people arrested for using - not dealing - marijuana. 88% of the 8.2 million marijuana arrests between 2001 and 2010 were made on the grounds of possession. These arrests exhibit a significant racial bias: blacks were 3.73 times more likely than whites to be arrested for marijuana despite roughly equal usage.,Mohammed and his family have complied with all US vaccination requirements.,Republican Party,Experience,,,,,,,
2021-11-22 20:52:56,2021-11-22 21:00:14,0,35.85.251.47,100,438,1,2021-11-22 21:00:15,R_bC8gW8Aa44IM3vz,,,,,45.823394775390625,-119.72570037841796875,anonymous,EN,,4,5,4,1,2,3,,2,2,1,1,3,,,,,,,4,2,3,,,,,,,1,1,2,3,2,3,3,3,4,4,4,5,3,1,5,,1,,,,,,1,,,,2,,3,2,1,,1,,,1,nice,,1,18,7.309,102.49,106.196,6,"<img src=""https://umassamherst.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8jqMGkx3MLDuSl8"" alt=""White Car Image"">","$20,000",the Children's Cancer Research Fund,an organization that raises money to fund research for childhood cancer,felons with previous marijuana indictments,Aggressive enforcement of the War on Drugs resulted in many people arrested for using - not dealing - marijuana. 88% of the 8.2 million marijuana arrests between 2001 and 2010 were made on the grounds of possession. These arrests exhibit a significant racial bias: blacks were 3.73 times more likely than whites to be arrested for marijuana despite roughly equal usage.,Mohammad and his family have refused to comply with US vaccination requirements based on religious grounds.,Democratic Party,Control,,,,,,,
2021-11-22 20:53:03,2021-11-22 21:00:18,0,104.156.200.132,100,434,1,2021-11-22 21:00:19,R_273EDOzpgFyskG2,,,,,47.61090087890625,-122.33029937744140625,anonymous,EN,,5,6,5,2,1,1,,1,1,2,1,1,,,,,,,1,2,2,,,,,,,2,1,1,3,4,5,4,5,4,4,5,4,5,1,5,,1,,,,,,1,,,,2,,1,3,2,,,1,,1,very nice,2,,,,,,,"<img src=""https://umassamherst.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cNl6CwoAVxSEA9o"" alt=""White Car Image"">","$60,000",Black Lives Matter,an organization that protests incidents of police brutality against African-Americans,felons with previous marijuana indictments,Aggressive enforcement of the War on Drugs resulted in many people arrested for using - not dealing - marijuana. 88% of the 8.2 million marijuana arrests between 2001 and 2010 were made on the grounds of possession. These arrests exhibit a significant racial bias: blacks were 3.73 times more likely than whites to be arrested for marijuana despite roughly equal usage.,Mohammad and his family have refused to comply with US vaccination requirements based on religious grounds.,Republican Party,Control,,,,,,,
2021-11-22 20:54:55,2021-11-22 21:00:40,0,172.82.151.223,100,345,1,2021-11-22 21:00:40,R_8wxb4hTCSwaFWzT,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,,5,6,3,2,1,2,,3,2,1,2,2,3,2,4,5,1,1,2,3,3,,,,1,1,2,,,,4,3,4,3,4,5,5,4,4,5,1,5,,1,,,,,,1,,,,1,,4,1,2,,,1,,1,nice,,1,50,4.784,26.082,26.289,6,"<img src=""https://umassamherst.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cNl6CwoAVxSEA9o"" alt=""White Car Image"">","$60,000",the Children's Cancer Research Fund,an organization that raises money to fund research for childhood cancer,those with previous marijuana indictments,"Social equity programs may provide support for black entrepreneurs, who are struggling to join the rapidly growing marijuana industry which is currently dominated by a handful of companies.",Mohammad and his family have refused to comply with US vaccination requirements based on religious grounds.,Republican Party,Experience,,,,,,,
2021-11-22 20:56:12,2021-11-22 21:00:58,0,196.17.66.130,100,286,1,2021-11-22 21:00:58,R_1LtWncncVVWZGNQ,,,,,34.0543975830078125,-118.2440948486328125,anonymous,EN,,3,5,3,1,2,,2,3,1,1,1,2,,,,,,,3,2,2,,,,,,,2,2,1,3,4,5,3,5,3,3,4,4,4,1,6,,1,,,,,,1,,,,2,,2,3,3,,,,2,1,,1,,80,5.022,5.022,9.745,1,"<img src=""https://umassamherst.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cNl6CwoAVxSEA9o"" alt=""White Car Image"">","$60,000",Black Lives Matter,an organization that protests incidents of police brutality against African-Americans,felons with previous marijuana indictments,Aggressive enforcement of the War on Drugs resulted in many people arrested for using - not dealing - marijuana. 88% of the 8.2 million marijuana arrests between 2001 and 2010 were made on the grounds of possession. These arrests exhibit a significant racial bias: blacks were 3.73 times more likely than whites to be arrested for marijuana despite roughly equal usage.,Mohammed and his family have complied with all US vaccination requirements.,Democratic Party,Control,,,,,,,
2021-11-22 20:52:49,2021-11-22 21:01:07,0,208.203.211.66,100,497,1,2021-11-22 21:01:07,R_3MLsnn7NIur3FT2,,,,,40.79730224609375,-73.64730072021484375,anonymous,EN,,5,5,4,1,2,2,,2,1,2,1,2,,,,,,,3,2,3,2,2,2,,,,,,,3,4,5,4,5,4,4,5,4,3,1,5,,1,,,,,,1,,,,2,,1,2,2,,,1,,1,none,,1,6,4.435,27.922,35.381,2,"<img src=""https://umassamherst.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cNl6CwoAVxSEA9o"" alt=""White Car Image"">","$20,000",the United Negro College Fund,an organization that raises money to fund minority students and HBCUs,those with previous marijuana indictments,Aggressive enforcement of the War on Drugs resulted in many people arrested for using - not dealing - marijuana. 88% of the 8.2 million marijuana arrests between 2001 and 2010 were made on the grounds of possession. These arrests exhibit a significant racial bias: blacks were 3.73 times more likely than whites to be arrested for marijuana despite roughly equal usage.,Mohammad and his family have refused to comply with US vaccination requirements based on religious grounds.,national,Control,,,,,,,
2021-11-22 20:53:31,2021-11-22 21:01:13,0,209.209.227.152,100,462,1,2021-11-22 21:01:14,R_2dyWgnrYoHaCrMa,,,,,29.7754058837890625,-95.59799957275390625,anonymous,EN,,5,5,2,1,1,1,,1,1,1,1,1,4,1,3,5,2,1,1,1,1,,,,1,1,1,,,,4,3,5,4,4,5,5,4,3,4,1,5,,1,,,,,,1,,,,1,,2,2,2,,,1,,1,"it's good task ",1,,5,1.763,1.763,12.476,1,"<img src=""https://umassamherst.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8jqMGkx3MLDuSl8"" alt=""White Car Image"">","$60,000",the United Negro College Fund,an organization that raises money to fund minority students and HBCUs,felons with previous marijuana indictments,"The Entry Track helps individuals with little or no experience, particularly those who wish to re-enter the workforce following incarceration, enter the cannabis industry.",Mohammed and his family have complied with all US vaccination requirements.,Republican Party,Experience,,,,,,,
2021-11-22 20:55:31,2021-11-22 21:01:31,0,73.122.227.217,100,359,1,2021-11-22 21:01:32,R_25T9DN5yr7QqlWj,,,,,33.98370361328125,-84.1486968994140625,anonymous,EN,,1,4,1,2,1,,1,2,2,2,2,1,2,5,3,1,4,1,1,1,1,,,,2,2,2,,,,2,4,3,1,5,5,5,4,5,2,1,6,,5,,,,1,,,,,,2,,1,3,2,,,1,,1,,,1,4,19.086,39.901,44.034,3,"<img src=""https://umassamherst.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cNl6CwoAVxSEA9o"" alt=""White Car Image"">","$20,000",the United Negro College Fund,an organization that raises money to fund minority students and HBCUs,those from disproportionately affected communities,"Social equity programs may provide support for black entrepreneurs, who are struggling to join the rapidly growing marijuana industry which is currently dominated by a handful of companies.",Mohammad and his family have refused to comply with US vaccination requirements based on religious grounds.,Democratic Party,Experience,,,,,,,
2021-11-22 20:55:16,2021-11-22 21:01:33,0,65.27.246.26,100,377,1,2021-11-22 21:01:33,R_1NrbSnviHspGANU,,,,,39.2454071044921875,-84.25370025634765625,anonymous,EN,,5,6,4,1,2,,2,1,1,1,1,1,2,4,5,3,1,1,1,3,3,,,,,,,1,1,1,4,5,4,3,4,4,3,5,4,5,1,5,,1,,,,1,,,,,,1,,3,3,2,,,1,,1,,2,,,,,,,"<img src=""https://umassamherst.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8jqMGkx3MLDuSl8"" alt=""White Car Image"">","$60,000",the Children's Cancer Research Fund,an organization that raises money to fund research for childhood cancer,felons with previous marijuana indictments,"The Entry Track helps individuals with little or no experience, particularly those who wish to re-enter the workforce following incarceration, enter the cannabis industry.",Mohammed and his family have complied with all US vaccination requirements.,Democratic Party,Experience,,,,,,,
2021-11-22 20:52:50,2021-11-22 21:01:36,0,73.84.172.119,100,525,1,2021-11-22 21:01:36,R_2CBopTZLFUoSsG3,,,,,26.0702972412109375,-80.22480010986328125,anonymous,EN,,3,5,5,2,3,,2,4,1,2,2,4,1,5,2,3,4,2,4,1,3,2,2,2,,,,,,,1,3,3,2,2,2,3,4,3,3,2,5,,5,,,,,,1,,,,1,,2,3,1,,2,,,1,,2,,,,,,,"<img src=""https://umassamherst.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cNl6CwoAVxSEA9o"" alt=""White Car Image"">","$20,000",the Children's Cancer Research Fund,an organization that raises money to fund research for childhood cancer,felons with previous marijuana indictments,"The Entry Track helps individuals with little or no experience, particularly those who wish to re-enter the workforce following incarceration, enter the cannabis industry.",Mohammed and his family have complied with all US vaccination requirements.,Republican Party,Experience,,,,,,,
